fips,stateabb,subcat,subgroup,gradecenter,gap,tot_asmts_mth,tot_asmts_rla,cellcount_mth,cellcount_rla,mn_asmts_mth,mn_asmts_rla,gcs_mn_avg_mth_ol,gcs_mn_grd_mth_ol,gcs_mn_coh_mth_ol,gcs_mn_avg_rla_ol,gcs_mn_grd_rla_ol,gcs_mn_coh_rla_ol,gcs_mn_avg_mth_ol_se,gcs_mn_grd_mth_ol_se,gcs_mn_coh_mth_ol_se,gcs_mn_avg_rla_ol_se,gcs_mn_grd_rla_ol_se,gcs_mn_coh_rla_ol_se,gcs_mn_avg_mth_eb,gcs_mn_grd_mth_eb,gcs_mn_coh_mth_eb,gcs_mn_avg_rla_eb,gcs_mn_grd_rla_eb,gcs_mn_coh_rla_eb,gcs_mn_avg_mth_eb_se,gcs_mn_grd_mth_eb_se,gcs_mn_coh_mth_eb_se,gcs_mn_avg_rla_eb_se,gcs_mn_grd_rla_eb_se,gcs_mn_coh_rla_eb_se
2,AK,race,asn,5.5,0,31251,30857,42,42,744.0714285714286,734.6904761904761,5.121221887935142,1.089722598298521,-0.0660176231178974,4.366682544594781,1.248491367712895,0.0726329857054765,0.0419663279375444,0.0266037025731144,0.0174829764216382,0.0434379225213718,0.0281125355223323,0.0181976183732942,5.124226751672827,1.087741425474691,-0.0626911956144108,4.367849333817714,1.233622430068624,0.0679176023744583,0.0403410381506421,0.0232503504900194,0.0155478750529892,0.0415394459882368,0.0242804723306335,0.0164207446559976
2,AK,race,blk,5.5,0,13954,13907,42,42,332.2380952380952,331.1190476190476,4.178850605392086,0.949863905975937,0.0348152142970056,4.037552144915611,1.171537882809887,NA,0.0472230448985091,0.0292407068393284,0.018974173228996,0.0507407121332453,0.0313891778363799,NA,4.169164490539785,0.9594221405136046,0.0339329085886617,4.018301064315006,1.133754371885675,NA,0.0442882953998295,0.0247989447021981,0.0165206695896474,0.0458896633530288,0.0258535908030733,NA
2,AK,ecd,ecd,5.5,0,174749,174340,42,42,4160.690476190476,4150.952380952381,4.170180017273734,0.9814172014750678,-0.0249533219777763,3.541059158368514,1.191427047646523,0.0370412660725543,0.0334977388215743,0.0207877252393485,0.0135038418709334,0.0344597187471637,0.0219382284757005,0.0141032910759061,4.165525790171367,0.9830119481711863,-0.0251737444650501,3.555381525956495,1.188740570664919,0.0406510211438799,0.0322873181232712,0.0182237571446789,0.0124309408462073,0.0322902990505969,0.0197801959752038,0.012065431550166
2,AK,gender,fem,5.5,0,181298,181231,42,42,4316.619047619048,4315.023809523809,5.348999168650932,1.065234213073603,-0.0274807497617547,5.404332455794965,1.182160210379211,0.0539807725740366,0.0269909596947287,0.0167856030517855,0.0108697615183735,0.0282666958973989,0.0181995375083638,0.0115285357800854,5.349410736543284,1.069163229682805,-0.0256974137688424,5.407205076618319,1.174477488952525,0.0527611095613623,0.0261668804935753,0.0154590832640245,0.0101771624318961,0.0270628237217372,0.0164040314999628,0.0103544305508055
2,AK,race,hsp,5.5,0,25071,24927,42,42,596.9285714285714,593.5,4.939813515856669,1.034496234987835,0.0246121529139447,4.770806441832329,1.205104464161705,0.1213452907310455,0.041451460972927,0.0256534058419348,0.0167801897508252,0.0439268493420412,0.0279796286487071,0.0179417028141497,4.936398486275356,1.0342955281035,0.0241612238346282,4.748857532843795,1.185342646371628,0.1064597078091325,0.0396996947212293,0.0221535749973267,0.0152883198245198,0.0411156040597541,0.0244599092538148,0.0154948628101312
2,AK,gender,mal,5.5,0,192717,192436,42,42,4588.5,4581.809523809524,5.227941728140472,1.056175641721302,-0.0135900728434979,4.507032706744832,1.1783840160881771,0.035079625683623,0.0280248872718197,0.0174039187968853,0.0112877997881244,0.028916002984718,0.0185957557893855,0.0118169587979235,5.226834563346274,1.054237185103428,-0.0137794402975074,4.509255448689947,1.171075096779966,0.0341145765067015,0.0271718387570941,0.0162017022676147,0.0106062000000539,0.0270043853809413,0.0170354709626965,0.0101420925677621
2,AK,gender,mfg,5.5,1,374015,373667,42,42,8905.119047619048,8896.833333333334,-0.1263443308582733,-0.0089818349625733,0.0133590536007685,-0.9022242304118451,-0.0056910135078736,-0.0208320089781459,0.0304288324644967,0.0190486624544546,0.0123057376396293,0.032331699238918,0.0211345085094504,0.0132499923599837,-0.14363642811917,-0.0419272496120145,-8.150161000708e-4,-0.8933511546485642,-0.0184599405236043,-0.019493243837789,0.0259305518435484,0.0109464257660303,0.0083816006036609,0.0297852440697688,0.0176964204878052,0.0116587669482299
2,AK,race,mtr,5.5,0,31617,31631,42,42,752.7857142857143,753.1190476190476,5.345368786846453,1.054883461924241,0.0036763790388076,5.105134903987103,1.17706701837157,0.0849945027164495,0.0339521392287929,0.0214710461480122,0.0139109513781333,0.0360596789287392,0.0237308233055515,0.0149554713161744,5.342350814566363,1.060497384103743,0.004462308218122,5.10013123129758,1.153387223411237,0.076107776092148,0.0319650116484008,0.017962297319124,0.012313222219468,0.0331034618244897,0.0169593278429445,0.012051242353325
2,AK,race,nam,5.5,0,84687,84739,42,42,2016.357142857143,2017.595238095238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,AK,ecd,nec,5.5,0,195757,195818,42,42,4660.880952380952,4662.333333333333,6.31171992134222,1.105978852997156,0.0060535076664689,6.24378542178537,1.134143734914393,0.0721527062974758,0.0316219852908623,0.0195651678037637,0.0126734262929205,0.0326662053526541,0.0209241730127483,0.0132529806465014,6.319628563171019,1.110013651624051,0.0106678560617006,6.239026912256019,1.118430800571188,0.0660861676528135,0.0304700471908734,0.0178330037599833,0.0117307010086652,0.0313193774914042,0.0187304797756392,0.0120400303392361
2,AK,ecd,neg,5.5,1,370506,370158,42,42,8821.57142857143,8813.285714285714,2.155098461911136,0.1294174954331788,0.0350567094539396,2.721950253611031,-0.0542027079345218,0.0407697121109103,0.0277061159822635,0.0174349522327856,0.0112312717265671,0.0299031733822716,0.0197299725536249,0.0123033387632169,2.1778888507491,0.1353797719075862,0.0434587066458319,2.696260789351793,-0.0605163642657352,0.0318677603865327,0.0258322197728028,0.0145652626520974,0.0098173771335838,0.0276199606902763,0.017246769175183,0.0106777980808258
